Discription,SOFT SKILL,HARD SKILL,TOOLS,KNOWLEDGE
"*Senior Citrix Administrator*   Our client in Galveston is looking for a high-level, enterprise Citrix Engineer for a long term ongoing contract opportunity.    *This opportunity offers:* • Challenging work in a large scale enterprise multi-farm Citrix environment • Long term assignment with competitive pay and very stable organization  • Opportunity to gain experience in a highly desirable industry in Houston  As a member of the Enterprise Technical Services team, this position will provide senior-level hardware, software, operating system, and application support of an enterprise Citrix and thin-client environment. The position will be responsible for the day-to-day administration of mission-critical services deployed using the above solutions.   *Responsibilities to include:* • System administration and technical support of large-scale Citrix farms, corresponding hardware, and software. • System administration and technical support of Citrix Secure Gateways and Netscalers, corresponding hardware, and software. • Capacity planning and reporting for continued growth of thin-clients and peripherals • Application validation and migration into thin-client environment. • Recommend and establish policies on system services and service levels. • Disaster recovery and business continuity planning, implementation, and documentation  *Required Experience* • 5+ years demonstrated experience designing, building, and maintaining complex, multi-farm Citrix environments • Solid experience with Active Directory, Group Policies, Windows system administration, and scripting • Strong skills in the area of planning, installation, configuration, analysis, troubleshooting, proactive problem management, monitoring, backup, recovery, capacity management, performance management, and preventive maintenance of enterprise Citrix operations • Knowledge of Wyse thin clients, Citrix Edgesight, application packaging, Windows Registry, NFS, and iSCSI would be a plus • Familiar with the following core technologies:  XenApp, XenServer, XenDesktop, Citrix Provisioning Services, Citrix Access Gateways, Citrix Netscalers, VMware, and Appsense Excellent written and oral communication skills.","['competitive', 'responsible', 'planning', 'active', 'installation', 'troubleshooting', 'proactive', 'management', 'monitoring', 'operations', 'communication skills']","['citrix', 'scripting', 'xendesktop', 'vmware', 'technical services', 'position senior', 'system administration', 'technical support', 'capacity planning', 'disaster recovery', 'business continuity', 'active directory', 'problem management', 'capacity management', 'performance management', 'preventive maintenance', 'application packaging', 'windows registry', 'business continuity planning']",['levels'],
"Location: Greenville, SC  Shift: 1st and 2nd shift position available Pay: $17 - $20 per hour, depending on experience and shift Temp to Perm   Responsibilities Must be able to set up and run machines from blueprints without assistance to customer specs. Machines have digital readouts. Must be able to read all measuring instruments such as calipers, tape measure, mics and all gauges and must also know all cutting tools and usage.  \""Class A\"" machinist preferred   *Please do not apply unless you have experience and meet all the requirements.*  Interested applicants, please reply to this posting and attach your resume in .DOC format or fax to  XXX  Attn: Mandy Pace. If you have any questions, please contact Mandy at  XXX , Option 1, Ext. 2   All applicants must be able to pass a drug screening and background check.  Metalskills is an Equal Opportunity Employer.  Location: Greenville, SC",,['tape measure'],"['calipers', 'gauges', 'digital readouts']",
"Founded in 2001 by a practicing family physician, Amazing Charts.com, LLC provides Electronic Health Record (EHR) software and services to health care providers in solo and small sized practices. Our mission is to develop an amazing practice-based medical software solution that improves the lives of our clients and their patients.   The Amazing Charts office is located in North Kingstown, RI, but this position has the flexibility to work in the DBC Pri-Med office located in the Back Bay in Boston and the Amazing Charts office in Rhode Island.    We are looking for a self-motivated Marketing Communications Specialist to join our team!  The ideal candidate will have strong skills in e-mail database marketing, and will create and execute e-mail campaigns that generate sales leads.   This position will ensure that the marketing message is conveyed clearly and delivered properly to prospects, create a database of e-mail addresses and opt-outs, include persuasive ‘call-to-actions’ in advertisements and promotions, track and analyze campaigns, and use statistical analysis and reports to create campaigns. In addition, this position will also develop and code the list segmentation for all direct and interactive marketing campaigns, and communicate requirements to the primary database vendor. This position will be involved with creating marketing and promotional materials, managing and ordering print collateral and other promotional material, overseeing logistics for external company events, contributing to the company’s social media presence, collaborating with suppliers, including graphic designers and web developers, and maintaining internal process and systems such as shared graphics/video marketing server, shared folders on Intranet, budget tracking documents, etc.   Qualifications: The ideal candidate should have a Bachelor’s degree or equivalent in area of specialty such as marketing, communications, journalism, etc. with three to five years of solid work experience in the Marketing Communications field on the agency-side or client-side. Experience in Healthcare / Health IT / Software industries preferred. • Strong written and verbal communication skills. Writing samples required.  • Outstanding knowledge of campaign measurement and associated nurturing techniques. • Fluency in direct marketing and email terminology. • Experience with Microsoft Office; (Word, Excel, PowerPoint); past experience with MailChimp and Exact Target email platforms preferred.   To learn more about Amazing Charts please visit www.example.com","['flexibility', 'communications', 'sales', 'writing', 'social media', 'communication skills', 'verbal communication skills']","['code', 'journalism', 'mailchimp', 'amazing charts', 'medical software', 'marketing communications', 'database marketing', 'interactive marketing', 'direct marketing', 'microsoft office', 'electronic health record ehr software']",['platforms'],
"PRIMARY DUTIES • This individual will be responsible for managing multiple on-going projects and will assist with the development of new initiatives, program supplements, and products related to our online training programs, including the launch, delivery, management, and support of such products. • Serve as a resource to multiple departments including Operations, Sales/Marketing, and Student Support.   • Serve as a resource for the development of new IT and/or Healthcare Certification Programs.  Must be able to support a variety of products, with a specific skill-set related to Information Technology and/or Healthcare education. • The development and tracking of program requirements, materials, and supporting objects for each of our product offerings.  • The development and tracking of Courseware availability and pricing information for each of our product offerings.  This will be provided to the Shipping/Receiving department for ordering, stock rotation and availability tracking. • Specify market requirements for current and future products by performing market research supported by consulting with management on regular basis. • New course offerings are identified and researched based on recommendation from management and through employee’s own investigative efforts. • New course preparation requirements are identified.  This individual will manage the internal preparation procedures to ensure all requirements are being addressed to properly implement the new product. • Working with the Sales/Marketing & Student Services departments to develop sales support, outlines, sales training and other supplemental materials. • Develops relationships with current vendors and partner agencies (ie. Certification bodies, affiliate associations, partner companies, inventory providers, etc.) • Continually looks for software/SaaS improvements, while continually improving existing programs and platforms.  Ideal candidate will have experience or ability relating to the integration of multiple systems in order to create a single functioning solution. • Maintain and enhance online support Knowledgebase for registered students. • Additional Responsibilities may be added as deemed necessary by management. REQUIRED JOB SKILLS • A college degree with a minimum of two years Project or Product management work experience preferred. • Proven analytical, evaluative and problem-solving abilities • Strong Computer Skills • Must have the highest degree of organizational skills and the ability to handle multiple tasks. • Excellent verbal and written communication skills. • Eager to take charge and manage multiple projects from inception to launch. • Experience working with Teams PREFERRED JOB SKILLS • Experience with web database software applications a plus • Experience with multimedia development (audio, video, interactives), and SCORM • Experience with Project Management software (CAPM or PMP Certification a plus) • Skills with MySQL, CSS, HTML  ","['responsible', 'management', 'operations', 'sales', 'availability', 'research', 'integration', 'analytical', 'organizational', 'information technology', 'computer skills', 'organizational skills', 'communication skills', 'verbal communication skills']","['multimedia', 'stock rotation', 'market research', 'student services', 'product management', 'database software', 'project management', 'project management software']",['platforms'],
"*Accountant II* _Located in Taos, NM_  *Description* Performs a variety of assignments to prepare, maintain and proof financial data to the general ledger, subsidiary ledgers or other fiscal records according to generally accepted accounting procedures. This a highly responsible accounting work involving the preparation, maintenance and review of financial records.  Schedule: Full time  *Qualifications* * Bachelor Degree i n Accounting or Business Administration preferred. May substitute experience, certifications and other education. * Minimum three years of accounting experience preferred * Excellent Customer Service skills required. * Communication & organizational skills required * Computer proficiency & technical aptitude with the ability to utilize Microsoft Office Suite programs.","['responsible', 'schedule', 'organizational', 'business administration', 'customer service', 'organizational skills', 'office suite']","['accounting', 'financial data', 'general ledger', 'microsoft office']",,
"Drawing Arts Teacher Location: Cupertino, CA Job Type: Part Time  *Job Description:* Leapstart After School is seeking a part-time art teacher for the upcoming school year. This position would involve teaching children aged 6 to 12 for 1-2 classes a week, between 6 pm to 8 pm on weekdays and 11 am to 5 pm on weekends. The teacher should feel comfortable working with multiple children at a time and must be patient, flexible, and committed to fostering student learning.  *Position Requirements:* • Experience with elementary school aged children teaching art is _preferred_ • Background in art is _required_ • Prior experience developing and executing learning curriculum relating to or focusing on art is _required_ • Possess excellent verbal communication skills  *About Leapstart After School* Leapstart After School is a center for providing learning and care programs for children ages 3 to 12. Leapstart is dedicated to giving children a safe and comfortable environment where they can learn, laugh, play, relax and feel right at home.  *Contact* Chitra Dhingra Phone:  XXX  Website: www.example.com","['flexible', 'committed', 'dedicated', 'communication skills', 'verbal communication skills']",,,
"Sales Position - Territory management will cover Ohio, Michigan, and Indiana  Colibri Systems North America Inc has a unique book covering system that form fits a polyethylene cover to protect any type of book. We are looking for a Territory Sales Representative to visit schools, libraries and universities; these appointments are typically set by an appointment setter, but at times each Rep may have to arrange their own schedule.  The person selected will be hard working, confident, self motivated, reliable, and independent. This candidate must also have reliable transportation; each Representative must use their own vehicle, for this CoLibri Systems does give monthly car allowances. Prior sales experience preferred. The Territory Sales Representative is responsible for all direct sales and customer management within their assigned territory. Focus is on field activity, customer visits for demonstration, follow up, and training. Occasionally there will be trade shows or conferences specific to each territory that will need attended. Client and prospect meetings are the main objective for this position. There will be overnight travel required, this can vary so flexibility and willingness to be away from home occasionally is a must.   Requirements: Must have a clean driving record and valid driving license, be able to sit for long periods of time, stand for long periods of time, pivot, stretch, lean, lift up to 42 lbs, able to provide child clearances, pass a background and drug test.  Compensation Package:  Salaried - exempt Travel expenses  Auto allowance Commission Monday through Friday but occasional evenings or weekend days may occur. Paid time off Paid holidays Skills/Qualifications: Customer Service, Meeting Sales Goals, Closing Skills, Territory Management, Prospecting Skills, Negotiation, Self-Confidence, Product Knowledge, Presentation Skills, Client Relationships, Motivation for Sales, Microsoft Word, Microsoft Excel, and Microsoft Outlook preferred.  Please submit resume and a cover letter with salary requirements, include experience in sales. You can also visit our website at www.example.com to learn more about our company.","['sales', 'management', 'schedule', 'confident', 'motivated', 'reliable', 'independent', 'responsible', 'focus', 'flexibility', 'negotiation', 'presentation', 'motivation', 'customer service', 'management skills', 'self confidence', 'presentation skills', 'client relationships', 'microsoft word']","['auto', 'closing skills', 'microsoft excel', 'microsoft outlook']",,['transportation']
"A hospital in St. Louis, MO is needs of a Perioperative/OR RN * QUALIFICATIONS: * Minimum 2 years of *recent* experience as an OR RN * Registered Nurse License in Missouri. * Bachelor's Degree * BLS Great base salary with Sign on bonus! *Must have a requirements to be considered* Please upload your resume and contact our career specialist at  XXX  Applause Healthcare Dena Ortiz www.example.com",,['perioperative'],,
"\""Job Description\"" The Client Representative via the phone, serves as the main point of contact for core customer base.  Answers customer questions, provides information and builds relationships.  They will consult directly with core customers via phone to answer questions and provide information regarding policies, coverage, company products and services. They work with customers to retain policyholders and builds relationships with new and current customers and proactively recommend products and services to meet their business needs.  They work with Management and the Technical Services Administrator to successfully complete training curriculum and develop knowledge of products and services.    \""Job Requirements\"" The Client Representative requires a High School Degree and some college preferred. This position should have 2 or more years of related experience, preferably in insurance, customer service or a college degree. The Client Representative position requires excellent analytical, problem solving and decision making skills.  It also requires excellent interpersonal and telephone skills and ability to navigate various company computer systems.  The ability to develop extensive knowledge of company products and services.   They must have Excellent oral and written communication skills. This position requires obtaining Property and Casualty Lines license within the first four months of employment and requires the ability to meet insurer appointment criteria to represent the company as applicable.   \""Company Overview\"" It started when a group of visionaries formed the company in 1946 around a straightforward mission: To offer malpractice insurance to Doctors of Chiropractic at a time when no one else would.   Today, we’ve dedicated ourselves to helping D.C.s through each stage of their career. In support of the profession and our policyholders, we’ve contributed more than $11 million to chiropractic research. And, while not guaranteed, we’re proud to have offered dividends to our policyholders since 1996.   Plus, we offer a comprehensive portfolio of products and services that are among the best known and most respected in the profession.   Expansion and diversification will continue as NCMIC responds to policyholders’ requests and to industry demands. But there’s one thing that won’t change ...   At NCMIC, \""We Take Care of Our Own.\""","['management', 'analytical', 'dedicated', 'research', 'customer service', 'telephone skills', 'communication skills']","['telephone', 'malpractice', 'stage', 'technical services', 'computer systems']",,
"Responsibilities: The individual will be charged with the development of an overarching scientific strategy and implement it through execution that is comprehensive, consistent, and targeted to the company needs, and the ecosystem surrounding pediatric genomics. The individual will work closely with the leadership team to develop the R&D and research collaborations strategy and set key priorities for Research that enable delivery of milestones, novel applications and diagnostic tests. The individual will work closely with the leadership team to manage operations of the company. In operations the person will be charged with establishing and optimizing workflow systems and NGS sequencing technology pipelines, coordination with collaboration groups and external vendors, molecular protocols development, coordinate with the extended team. Will report to the CEO, and coordinate with Head of Sales & Marketing, Finance leads, and other divisions like Medical/CLIA Director and Scientific Advisory Board.   Skills, Experience and Qualifications -  PhD/MD in life sciences with 3 years post-doctoral experience, a strong publication record. Can do attitude.   -  In-depth knowledge of genomics and next generation sequencing, clinical and pharmaceutical industry. -  FACMG/Pediatrics background with NGS or computational experience a plus. -  Ideally a proven track record of success building, leading and managing collaborations with industry; ability to build relationships with thought leaders.  -  Have strong communication and presentation skills; strong external presence and persona; a true evangelist -  Ability to work “hands on” independently. Be able to meet deadlines. Be efficient and dedicated.  -  Proven leadership talents, original thinker, management skills, ability to multi-task, entrepreneurial.  -  Direct experience in some amount of pitching to investors or thought leaders, selling complex concepts.  -  Strong experience in Grantsmanship; intellectual property development. Ability to accurately project costs associated with programs.   - Demonstrated ability to craft and lead high-impact programs on a tight development schedule, including preparation of data sets and publications; conference and poster presence at key scientific meetings; communications strategy; key opinion leader support; and manage and coordinate early access programs.  (www.example.com)","['consistent', 'leadership', 'research', 'operations', 'coordination', 'collaboration', 'sales', 'building', 'presentation', 'efficient', 'dedicated', 'management', 'schedule', 'communications', 'leader', 'coordinate', 'presentation skills', 'management skills']","['ecosystem', 'genomics', 'pipelines', 'pediatrics', 'impact', 'strategy execution', 'diagnostic tests', 'life sciences', 'intellectual property']",,
The position requires: Class A CDL License 3 years of Commercial Driving Experience High School Diploma Ability to pass a DOT Physical and Drug Screen The Ideal candidate would be responsible for training an entry level student in order for them to obtain their CDL Class A License Full Benefits Full time Employment,['responsible'],,,
"We are looking for people who have experience with credit agreement documents to find and extract data that our client is interested in.   The initial task is answering multiple-choice questions, which may involve reading excerpts from a credit agreement.  We are currently looking for freelance paralegals, operations analysts, and bank operations staff.  You will be paid via PayPal for the work you complete. We will pay you $1 for each question. Questions are multiple choice; please select your answer and then click “Submit” to proceed to the next question.  You have 5 minutes to complete each question. The job should take you approximately 30 minutes.  To Register: If you are interested, please register on Crowd Virtualizer, our online software platform, located here:  www.example.com  After completing the registration, providing your PayPal account, and agreeing to our terms and conditions, you will be allowed to start working.    Please click on the link below and click \""View\"" to begin. Loan Reference Data Processing - Assessment www.example.com  Tip: Once you click on “View”, the first question of task will be displayed.  Before you begin, please do the following before beginning the task: 1) Check “Automatically accept the next task” 2) Click “Accept”  Please send us feedback to help us make the task better.  Once we have reviewed your answers, we will contact you.  Thank you.  CrowdComputing Systems, Inc. (CCS) creates enterprise SaaS products that use AI to pair unique human skills with machine learning to complete knowledge work faster, better and more efficiently. The company was founded in 2011 to give the enterprise a better alternative to business process outsourcing (BPO). Read more: www.example.com","['operations', 'operations analysts']","['paypal', 'registration', 'processing', 'outsourcing', 'reference data', 'data processing', 'business process', 'business process outsourcing']",,
